city,district,neighborhood,number_of_rooms,area_sqm,building_age,price,property_type,floor,number_of_bathrooms
Ankara,Yenimahalle,Yeşilbahçe,5+1,110,6,2552000,Daire,Zemin,2
İzmir,Konak,Altıntepe,5+1,148,11,2929000,Rezidans,Çatı,2
Ankara,Etimesgut,Altıntepe,3+1,78,4,1240000,Rezidans,Zemin,2
İstanbul,Kadıköy,Altıntepe,2+1,98,1,2268000,Daire,2,3
İstanbul,Kadıköy,Altıntepe,1+1,73,16,1550000,Müstakil,5,3
Ankara,Etimesgut,Yeşilbahçe,2+1,66,6,1155000,Müstakil,2,3
İstanbul,Üsküdar,Yeşilbahçe,4+1,78,34,1415000,Daire,2,2
İstanbul,Beşiktaş,Altıntepe,1+1,116,39,1555000,Rezidans,3,2
İzmir,Bornova,Merkez,5+1,62,31,792000,Müstakil,1,1
İzmir,Buca,Altıntepe,1+1,146,7,2196000,Daire,5,2
İzmir,Karşıyaka,Yeşilbahçe,5+1,147,20,2227000,Villa,1,3
Ankara,Çankaya,Altıntepe,5+1,98,30,1638000,Villa,2,1
İzmir,Buca,Altıntepe,3+1,110,30,2191000,Daire,Zemin,2
İzmir,Karşıyaka,Altıntepe,2+1,87,35,1236000,Villa,4,1
Ankara,Etimesgut,Merkez,3+1,80,40,944000,Daire,3,2
İstanbul,Bakırköy,Güzeltepe,1+1,70,42,823000,Müstakil,3,1
Ankara,Yenimahalle,Yeşilbahçe,2+1,104,17,1877000,Müstakil,2,1
Ankara,Keçiören,Altıntepe,1+1,131,21,1806000,Villa,Zemin,1
İstanbul,Beşiktaş,Altıntepe,3+1,95,40,1592000,Daire,Çatı,3
İstanbul,Kadıköy,Altıntepe,2+1,128,37,1981000,Rezidans,3,1
İstanbul,Beşiktaş,Yeşilbahçe,4+1,130,47,2254000,Villa,3,3
İzmir,Buca,Altıntepe,1+1,80,17,1554000,Daire,4,1
İstanbul,Üsküdar,Güzeltepe,1+1,107,39,1743000,Rezidans,Çatı,2
İzmir,Konak,Merkez,5+1,74,24,1578000,Villa,4,2
Ankara,Çankaya,Yeşilbahçe,2+1,125,41,1677000,Müstakil,4,2
Ankara,Yenimahalle,Güzeltepe,1+1,106,15,1553000,Müstakil,5,3
İzmir,Buca,Bahçelievler,1+1,76,37,1392000,Müstakil,1,1
Ankara,Keçiören,Yeşilbahçe,5+1,43,5,704000,Rezidans,4,1
İstanbul,Bakırköy,Bahçelievler,4+1,100,19,2211000,Müstakil,Çatı,2
Ankara,Yenimahalle,Bahçelievler,4+1,158,47,2798000,Müstakil,5,2
İzmir,Buca,Güzeltepe,1+1,89,1,1788000,Rezidans,Zemin,1
İzmir,Buca,Altıntepe,4+1,133,23,2688000,Villa,1,3
İzmir,Buca,Güzeltepe,2+1,151,49,2082000,Daire,3,1
Ankara,Çankaya,Yeşilbahçe,2+1,71,23,1042000,Villa,Zemin,1
Ankara,Çankaya,Altıntepe,2+1,112,40,1282000,Müstakil,2,1
İzmir,Karşıyaka,Merkez,4+1,114,37,1593000,Müstakil,4,2
İzmir,Buca,Yeşilbahçe,2+1,88,21,1814000,Villa,4,3
Ankara,Yenimahalle,Merkez,3+1,53,17,874000,Villa,Çatı,1
İstanbul,Bakırköy,Merkez,2+1,41,2,913000,Müstakil,3,3
İstanbul,Kadıköy,Güzeltepe,1+1,158,11,2391000,Müstakil,1,1
Ankara,Yenimahalle,Merkez,1+1,87,43,1113000,Villa,Zemin,1
İzmir,Konak,Yeşilbahçe,2+1,120,1,2681000,Müstakil,5,2
Ankara,Yenimahalle,Yeşilbahçe,1+1,96,46,1704000,Daire,2,3
Ankara,Etimesgut,Altıntepe,5+1,164,45,2918000,Rezidans,4,2
İstanbul,Kadıköy,Güzeltepe,4+1,128,32,1738000,Daire,Çatı,1
İzmir,Konak,Merkez,3+1,81,5,1917000,Rezidans,2,3
İzmir,Bornova,Bahçelievler,3+1,152,28,2012000,Villa,5,2
Ankara,Keçiören,Merkez,2+1,59,48,841000,Villa,3,3
Ankara,Etimesgut,Yeşilbahçe,5+1,75,35,1028000,Müstakil,3,2
Ankara,Etimesgut,Bahçelievler,1+1,121,28,2360000,Daire,Zemin,1
Ankara,Keçiören,Güzeltepe,5+1,86,4,1858000,Müstakil,5,1
Ankara,Keçiören,Merkez,5+1,102,33,1730000,Villa,5,3
İstanbul,Üsküdar,Bahçelievler,4+1,91,41,1346000,Rezidans,Çatı,1
Ankara,Yenimahalle,Güzeltepe,5+1,77,11,1591000,Müstakil,Çatı,3
İzmir,Buca,Altıntepe,5+1,91,20,1303000,Villa,Çatı,1
Ankara,Keçiören,Bahçelievler,2+1,103,7,2289000,Müstakil,2,2
İzmir,Karşıyaka,Bahçelievler,2+1,107,25,2075000,Villa,Zemin,3
İzmir,Konak,Merkez,5+1,40,44,645000,Müstakil,5,2
Ankara,Yenimahalle,Merkez,5+1,112,1,1910000,Müstakil,5,2
Ankara,Çankaya,Güzeltepe,5+1,97,36,1585000,Villa,4,2
Ankara,Çankaya,Yeşilbahçe,3+1,106,13,1569000,Rezidans,5,1
İstanbul,Kadıköy,Yeşilbahçe,2+1,79,1,1398000,Müstakil,1,1
İstanbul,Kadıköy,Güzeltepe,3+1,79,2,1673000,Villa,Çatı,1
Ankara,Etimesgut,Bahçelievler,4+1,113,44,1553000,Müstakil,Çatı,1
İzmir,Karşıyaka,Merkez,4+1,94,0,1709000,Müstakil,5,2
İstanbul,Kadıköy,Bahçelievler,4+1,147,35,2368000,Müstakil,Çatı,2
İstanbul,Beşiktaş,Yeşilbahçe,4+1,122,34,2364000,Villa,1,2
Ankara,Etimesgut,Güzeltepe,1+1,87,21,1306000,Villa,1,1
Ankara,Çankaya,Altıntepe,2+1,86,30,1513000,Daire,Zemin,3
Ankara,Çankaya,Altıntepe,2+1,130,40,2117000,Rezidans,Zemin,3
İzmir,Bornova,Bahçelievler,1+1,121,37,1836000,Daire,1,1
Ankara,Çankaya,Altıntepe,1+1,124,20,1732000,Villa,4,2
İstanbul,Üsküdar,Altıntepe,3+1,122,1,2437000,Müstakil,4,2
İzmir,Bornova,Yeşilbahçe,4+1,57,25,1105000,Müstakil,Zemin,3
İzmir,Buca,Altıntepe,1+1,119,15,2528000,Daire,2,2
Ankara,Yenimahalle,Yeşilbahçe,5+1,104,46,1696000,Villa,3,1
İstanbul,Kadıköy,Güzeltepe,3+1,113,20,2414000,Villa,Çatı,1
İstanbul,Beşiktaş,Altıntepe,5+1,46,49,664000,Rezidans,Çatı,2
İzmir,Bornova,Güzeltepe,2+1,86,4,2074000,Villa,5,1
İzmir,Bornova,Yeşilbahçe,2+1,136,30,2179000,Villa,5,3
İzmir,Konak,Güzeltepe,5+1,140,28,2843000,Rezidans,4,1
Ankara,Yenimahalle,Merkez,1+1,133,19,2116000,Rezidans,2,1
Ankara,Yenimahalle,Bahçelievler,5+1,87,47,1254000,Daire,3,1
İzmir,Buca,Bahçelievler,2+1,99,4,2404000,Villa,2,1
İzmir,Bornova,Altıntepe,3+1,86,6,1441000,Müstakil,2,1
İzmir,Buca,Altıntepe,1+1,89,6,1476000,Müstakil,Zemin,1
Ankara,Etimesgut,Merkez,4+1,51,31,925000,Villa,5,1
İstanbul,Üsküdar,Güzeltepe,1+1,75,1,1646000,Daire,2,3
İzmir,Karşıyaka,Merkez,2+1,113,23,2063000,Müstakil,5,2
İstanbul,Üsküdar,Bahçelievler,2+1,113,27,1490000,Villa,Çatı,1
Ankara,Etimesgut,Merkez,2+1,89,14,1909000,Daire,Çatı,2
İstanbul,Üsküdar,Merkez,1+1,48,31,974000,Villa,Çatı,3
Ankara,Yenimahalle,Yeşilbahçe,2+1,108,11,2282000,Müstakil,3,2
İzmir,Karşıyaka,Güzeltepe,3+1,73,18,1589000,Müstakil,3,2
İzmir,Buca,Altıntepe,3+1,124,6,2838000,Müstakil,Çatı,2
İzmir,Karşıyaka,Merkez,2+1,138,3,2859000,Müstakil,5,3
İzmir,Karşıyaka,Yeşilbahçe,4+1,72,10,1594000,Villa,3,2
İstanbul,Üsküdar,Altıntepe,5+1,77,20,1044000,Rezidans,Çatı,2
Ankara,Keçiören,Yeşilbahçe,5+1,110,24,1540000,Müstakil,Zemin,3
İzmir,Buca,Bahçelievler,5+1,70,47,1176000,Villa,5,2
Ankara,Çankaya,Merkez,3+1,108,14,1589000,Müstakil,Çatı,1
İzmir,Konak,Bahçelievler,5+1,99,24,2051000,Daire,4,2
İzmir,Bornova,Altıntepe,4+1,108,11,2024000,Rezidans,3,1
Ankara,Yenimahalle,Bahçelievler,5+1,143,26,2513000,Daire,4,2
İzmir,Konak,Yeşilbahçe,4+1,82,4,1621000,Villa,3,1
Ankara,Etimesgut,Yeşilbahçe,1+1,48,4,1111000,Daire,5,3
İstanbul,Beşiktaş,Yeşilbahçe,3+1,141,37,1911000,Villa,3,2
İzmir,Karşıyaka,Güzeltepe,5+1,111,33,2075000,Villa,Çatı,2
Ankara,Çankaya,Yeşilbahçe,2+1,121,1,2692000,Villa,4,2
İstanbul,Üsküdar,Güzeltepe,3+1,116,21,2312000,Villa,1,2
Ankara,Çankaya,Bahçelievler,1+1,154,39,2318000,Daire,1,3
İzmir,Konak,Bahçelievler,4+1,109,9,2307000,Villa,3,1
İstanbul,Üsküdar,Güzeltepe,3+1,30,12,672000,Villa,Çatı,1
İstanbul,Kadıköy,Güzeltepe,5+1,146,17,2962000,Rezidans,4,1
Ankara,Çankaya,Yeşilbahçe,3+1,90,39,1088000,Daire,Zemin,1
İzmir,Karşıyaka,Yeşilbahçe,1+1,120,7,2112000,Rezidans,3,2
İstanbul,Beşiktaş,Yeşilbahçe,5+1,108,13,1743000,Müstakil,Çatı,2
İzmir,Bornova,Yeşilbahçe,2+1,133,30,1835000,Villa,5,1
İzmir,Buca,Altıntepe,4+1,45,20,606000,Rezidans,Zemin,1
İzmir,Bornova,Merkez,4+1,104,22,1571000,Villa,1,2
Ankara,Yenimahalle,Güzeltepe,1+1,123,40,2231000,Rezidans,2,1
İstanbul,Beşiktaş,Yeşilbahçe,5+1,108,30,2165000,Müstakil,2,2
Ankara,Keçiören,Altıntepe,4+1,165,15,3323000,Rezidans,Çatı,3
Ankara,Etimesgut,Güzeltepe,3+1,92,9,1337000,Villa,1,3
Ankara,Çankaya,Bahçelievler,3+1,45,7,1073000,Rezidans,Çatı,1
İzmir,Bornova,Yeşilbahçe,5+1,98,11,1814000,Müstakil,Çatı,1
Ankara,Etimesgut,Merkez,4+1,86,46,1037000,Villa,4,2
İzmir,Konak,Merkez,2+1,131,36,2198000,Rezidans,5,1
Ankara,Yenimahalle,Altıntepe,1+1,63,27,1170000,Daire,3,3
İzmir,Buca,Bahçelievler,4+1,85,26,1461000,Müstakil,3,3
İzmir,Buca,Bahçelievler,1+1,77,35,1210000,Villa,Çatı,3
İzmir,Bornova,Yeşilbahçe,1+1,76,7,1719000,Rezidans,Zemin,2
İstanbul,Üsküdar,Yeşilbahçe,4+1,132,34,2601000,Rezidans,1,1
Ankara,Etimesgut,Yeşilbahçe,2+1,117,39,1907000,Müstakil,4,1
Ankara,Çankaya,Merkez,2+1,141,49,2176000,Rezidans,4,2
İstanbul,Kadıköy,Merkez,2+1,30,17,410000,Müstakil,5,1
Ankara,Yenimahalle,Merkez,2+1,79,29,1347000,Rezidans,1,2
İstanbul,Üsküdar,Bahçelievler,2+1,147,26,2347000,Villa,Zemin,1
İzmir,Buca,Altıntepe,2+1,91,41,1440000,Müstakil,4,1
İzmir,Buca,Altıntepe,5+1,60,47,1008000,Villa,5,3
Ankara,Yenimahalle,Bahçelievler,2+1,82,41,1001000,Müstakil,2,1
Ankara,Çankaya,Güzeltepe,5+1,110,25,1667000,Müstakil,1,3
İzmir,Bornova,Yeşilbahçe,3+1,159,42,1854000,Daire,Çatı,2
İzmir,Bornova,Yeşilbahçe,4+1,87,11,1459000,Daire,1,3
Ankara,Keçiören,Merkez,4+1,98,39,1300000,Rezidans,Zemin,1
İstanbul,Beşiktaş,Bahçelievler,3+1,111,46,1972000,Müstakil,Çatı,3
İstanbul,Beşiktaş,Yeşilbahçe,1+1,74,37,980000,Daire,2,3
İzmir,Konak,Güzeltepe,5+1,98,17,1676000,Müstakil,1,2
Ankara,Çankaya,Merkez,4+1,153,21,3191000,Rezidans,Çatı,2
Ankara,Çankaya,Yeşilbahçe,4+1,116,1,2817000,Daire,3,1
İzmir,Buca,Altıntepe,4+1,94,19,2005000,Müstakil,4,2
Ankara,Etimesgut,Güzeltepe,5+1,90,6,1856000,Rezidans,2,2
İzmir,Karşıyaka,Altıntepe,4+1,65,39,1198000,Daire,Çatı,1
Ankara,Yenimahalle,Güzeltepe,5+1,124,12,2556000,Daire,5,2
Ankara,Çankaya,Merkez,3+1,131,7,2232000,Daire,2,2
İstanbul,Bakırköy,Güzeltepe,1+1,116,46,1468000,Daire,3,3
İstanbul,Beşiktaş,Altıntepe,4+1,78,3,1891000,Villa,Zemin,2
İstanbul,Üsküdar,Güzeltepe,2+1,125,16,1961000,Rezidans,4,1
İzmir,Buca,Bahçelievler,3+1,129,27,1711000,Villa,5,2
İstanbul,Beşiktaş,Güzeltepe,5+1,117,32,1978000,Villa,Çatı,1
İstanbul,Üsküdar,Altıntepe,1+1,110,4,2108000,Villa,3,3
İzmir,Karşıyaka,Yeşilbahçe,5+1,122,42,1490000,Villa,Çatı,2
İzmir,Konak,Güzeltepe,2+1,116,15,2427000,Rezidans,5,1
İzmir,Buca,Altıntepe,1+1,94,26,1792000,Villa,4,1
İstanbul,Kadıköy,Güzeltepe,1+1,126,5,2599000,Villa,5,1
İstanbul,Bakırköy,Altıntepe,5+1,128,26,1761000,Daire,1,1
İzmir,Bornova,Altıntepe,4+1,122,14,2551000,Daire,5,2
İstanbul,Beşiktaş,Bahçelievler,5+1,89,28,1276000,Daire,Çatı,2
İstanbul,Beşiktaş,Yeşilbahçe,2+1,124,3,2124000,Daire,1,3
İstanbul,Üsküdar,Merkez,3+1,68,48,803000,Müstakil,Çatı,1
Ankara,Yenimahalle,Güzeltepe,1+1,127,15,1898000,Rezidans,1,2
İzmir,Karşıyaka,Merkez,4+1,179,43,3027000,Rezidans,3,3
İzmir,Bornova,Altıntepe,4+1,113,5,1814000,Villa,Çatı,2
İzmir,Karşıyaka,Yeşilbahçe,5+1,115,26,1672000,Daire,2,2
İstanbul,Üsküdar,Güzeltepe,4+1,94,33,1261000,Rezidans,3,3
İzmir,Karşıyaka,Merkez,5+1,94,40,1503000,Villa,Zemin,1
İstanbul,Kadıköy,Altıntepe,2+1,105,23,2058000,Daire,Zemin,3
İstanbul,Üsküdar,Yeşilbahçe,4+1,138,38,2061000,Villa,3,3
İzmir,Buca,Altıntepe,5+1,96,9,1806000,Daire,5,1
İzmir,Buca,Güzeltepe,5+1,57,2,890000,Daire,4,3
İzmir,Karşıyaka,Güzeltepe,4+1,98,47,1075000,Villa,2,2
İstanbul,Üsküdar,Altıntepe,2+1,126,6,1967000,Villa,3,2
İstanbul,Bakırköy,Yeşilbahçe,3+1,72,49,868000,Müstakil,4,3
Ankara,Keçiören,Altıntepe,1+1,55,22,917000,Villa,Zemin,1
İzmir,Buca,Yeşilbahçe,2+1,95,7,1778000,Müstakil,4,1
İzmir,Buca,Bahçelievler,2+1,161,42,2253000,Daire,Zemin,2
İzmir,Buca,Merkez,1+1,89,40,1207000,Rezidans,5,2
İstanbul,Bakırköy,Yeşilbahçe,3+1,194,26,2826000,Rezidans,5,3
Ankara,Yenimahalle,Merkez,1+1,127,33,2400000,Müstakil,5,2
İstanbul,Kadıköy,Merkez,4+1,130,12,2518000,Rezidans,Zemin,2
Ankara,Keçiören,Güzeltepe,4+1,73,41,859000,Daire,4,1
İzmir,Bornova,Bahçelievler,3+1,85,30,1520000,Villa,Çatı,1
İstanbul,Beşiktaş,Merkez,4+1,123,0,3015000,Daire,2,2
İstanbul,Kadıköy,Yeşilbahçe,4+1,76,10,1434000,Rezidans,3,1
İstanbul,Beşiktaş,Güzeltepe,4+1,105,18,1406000,Villa,Zemin,1
İzmir,Bornova,Altıntepe,2+1,97,40,1128000,Villa,1,3
Ankara,Etimesgut,Bahçelievler,1+1,100,18,1611000,Müstakil,5,1
İstanbul,Üsküdar,Güzeltepe,4+1,96,12,1753000,Villa,3,2
İzmir,Bornova,Merkez,3+1,105,35,1495000,Villa,Çatı,1
İzmir,Karşıyaka,Yeşilbahçe,5+1,127,46,2115000,Müstakil,3,2
İzmir,Konak,Bahçelievler,5+1,79,15,1192000,Müstakil,2,2
İstanbul,Üsküdar,Bahçelievler,4+1,117,42,1898000,Müstakil,4,1
Ankara,Çankaya,Bahçelievler,3+1,80,48,1421000,Daire,Çatı,3
Ankara,Yenimahalle,Bahçelievler,1+1,71,43,889000,Rezidans,2,3
Ankara,Yenimahalle,Bahçelievler,2+1,95,32,1799000,Müstakil,Çatı,3
İstanbul,Üsküdar,Bahçelievler,4+1,85,27,1439000,Daire,1,1
İstanbul,Beşiktaş,Yeşilbahçe,2+1,79,33,1269000,Müstakil,5,3
İzmir,Karşıyaka,Altıntepe,2+1,127,46,1869000,Daire,2,1
İstanbul,Beşiktaş,Altıntepe,3+1,45,5,786000,Rezidans,Zemin,1
İstanbul,Beşiktaş,Güzeltepe,4+1,91,12,2003000,Daire,4,3
İzmir,Konak,Altıntepe,2+1,69,11,1406000,Daire,Çatı,2
İstanbul,Kadıköy,Altıntepe,4+1,85,15,1300000,Daire,2,3
İstanbul,Kadıköy,Güzeltepe,5+1,94,5,2234000,Villa,2,2
İzmir,Konak,Altıntepe,1+1,67,6,1451000,Villa,Zemin,1
İzmir,Konak,Merkez,5+1,96,13,2085000,Müstakil,Zemin,1
İstanbul,Üsküdar,Bahçelievler,2+1,135,40,1889000,Daire,1,1
Ankara,Yenimahalle,Altıntepe,5+1,75,1,1678000,Rezidans,Zemin,1
İzmir,Konak,Merkez,1+1,157,34,2825000,Villa,3,1
Ankara,Çankaya,Yeşilbahçe,1+1,65,5,1082000,Villa,4,2
İzmir,Konak,Bahçelievler,5+1,101,49,1709000,Rezidans,Zemin,2
Ankara,Çankaya,Güzeltepe,2+1,64,28,947000,Villa,Çatı,1
İstanbul,Kadıköy,Güzeltepe,1+1,100,32,1698000,Daire,5,2
İstanbul,Kadıköy,Güzeltepe,2+1,96,0,1938000,Müstakil,4,3
Ankara,Etimesgut,Merkez,5+1,112,21,2446000,Villa,Çatı,3
Ankara,Çankaya,Güzeltepe,5+1,119,23,2179000,Daire,5,3
Ankara,Çankaya,Altıntepe,2+1,116,40,1387000,Müstakil,Çatı,2
İzmir,Bornova,Bahçelievler,1+1,132,43,2030000,Daire,1,1
İzmir,Karşıyaka,Yeşilbahçe,3+1,59,28,841000,Rezidans,Çatı,2
İstanbul,Bakırköy,Merkez,1+1,130,12,2013000,Rezidans,5,2
İzmir,Konak,Merkez,2+1,48,3,1063000,Daire,Çatı,1
İstanbul,Üsküdar,Güzeltepe,4+1,30,25,440000,Daire,3,1
Ankara,Etimesgut,Bahçelievler,3+1,132,13,2862000,Daire,2,3
Ankara,Çankaya,Altıntepe,1+1,143,16,2042000,Villa,1,1
İstanbul,Bakırköy,Altıntepe,3+1,113,46,1409000,Müstakil,1,1
İstanbul,Üsküdar,Altıntepe,3+1,104,4,2363000,Rezidans,Çatı,2
İstanbul,Üsküdar,Altıntepe,2+1,110,46,1611000,Müstakil,1,2
Ankara,Etimesgut,Bahçelievler,2+1,30,33,379000,Müstakil,3,3
Ankara,Çankaya,Bahçelievler,2+1,121,38,1599000,Villa,5,2
İzmir,Konak,Merkez,2+1,115,36,1986000,Villa,Çatı,1
İzmir,Bornova,Güzeltepe,5+1,52,31,753000,Villa,5,3
İstanbul,Beşiktaş,Altıntepe,5+1,128,22,2000000,Rezidans,4,1
Ankara,Keçiören,Güzeltepe,4+1,96,35,1364000,Daire,Zemin,3
Ankara,Keçiören,Yeşilbahçe,3+1,105,17,1762000,Daire,Zemin,1
İstanbul,Üsküdar,Altıntepe,5+1,166,39,2813000,Müstakil,2,2
İstanbul,Üsküdar,Altıntepe,2+1,89,46,1244000,Müstakil,4,1
İzmir,Konak,Altıntepe,1+1,101,49,1136000,Müstakil,4,1
İzmir,Buca,Yeşilbahçe,1+1,89,19,1545000,Villa,5,1
İzmir,Bornova,Yeşilbahçe,5+1,112,21,1854000,Villa,2,2
Ankara,Keçiören,Altıntepe,1+1,48,44,815000,Müstakil,3,2
Ankara,Yenimahalle,Merkez,5+1,100,43,1654000,Müstakil,3,1
İzmir,Konak,Yeşilbahçe,5+1,118,9,2168000,Villa,4,3
İstanbul,Üsküdar,Merkez,1+1,71,40,926000,Rezidans,Zemin,1
İstanbul,Beşiktaş,Merkez,4+1,113,47,1423000,Müstakil,3,2
İstanbul,Kadıköy,Merkez,3+1,77,31,1338000,Rezidans,5,2
Ankara,Keçiören,Güzeltepe,4+1,67,34,1077000,Rezidans,3,2
İstanbul,Kadıköy,Bahçelievler,2+1,128,48,1476000,Villa,5,2
İzmir,Bornova,Merkez,4+1,148,49,2501000,Müstakil,Çatı,2
İzmir,Karşıyaka,Altıntepe,4+1,105,27,1848000,Rezidans,4,2
İstanbul,Üsküdar,Bahçelievler,2+1,89,14,1817000,Müstakil,5,3
İzmir,Karşıyaka,Bahçelievler,1+1,73,10,1227000,Müstakil,5,1
İzmir,Bornova,Yeşilbahçe,2+1,121,25,1546000,Villa,Çatı,3
İzmir,Karşıyaka,Merkez,4+1,107,17,1570000,Villa,4,2
İzmir,Konak,Yeşilbahçe,3+1,100,42,1586000,Müstakil,3,2
Ankara,Keçiören,Merkez,1+1,98,4,1924000,Daire,Çatı,1
İzmir,Konak,Altıntepe,5+1,80,39,1267000,Müstakil,3,3
İstanbul,Üsküdar,Yeşilbahçe,4+1,87,22,1870000,Villa,Zemin,1
İstanbul,Kadıköy,Bahçelievler,4+1,60,21,1095000,Daire,1,2
Ankara,Etimesgut,Yeşilbahçe,4+1,95,1,1953000,Daire,5,3
İzmir,Karşıyaka,Bahçelievler,5+1,133,20,1788000,Rezidans,3,3
İzmir,Karşıyaka,Altıntepe,1+1,88,18,1433000,Müstakil,2,1
İzmir,Karşıyaka,Bahçelievler,2+1,91,43,1491000,Rezidans,Zemin,1
İstanbul,Bakırköy,Yeşilbahçe,5+1,105,44,1495000,Villa,3,2
İstanbul,Üsküdar,Yeşilbahçe,5+1,108,28,1579000,Villa,Çatı,1
İzmir,Bornova,Merkez,3+1,54,5,1178000,Rezidans,Çatı,1
İstanbul,Bakırköy,Bahçelievler,4+1,56,28,714000,Rezidans,1,3
Ankara,Etimesgut,Merkez,2+1,117,9,2484000,Villa,3,1
Ankara,Çankaya,Güzeltepe,4+1,46,2,1062000,Rezidans,2,2
İstanbul,Bakırköy,Altıntepe,5+1,126,28,2568000,Rezidans,2,1
İstanbul,Üsküdar,Yeşilbahçe,2+1,100,34,1492000,Daire,3,3
İzmir,Bornova,Güzeltepe,1+1,53,28,1089000,Rezidans,Çatı,2
İstanbul,Üsküdar,Yeşilbahçe,2+1,61,28,1245000,Villa,5,1
Ankara,Keçiören,Altıntepe,1+1,117,18,1716000,Rezidans,1,2
İzmir,Buca,Altıntepe,1+1,110,28,1472000,Daire,2,2
İstanbul,Bakırköy,Yeşilbahçe,3+1,89,16,1309000,Daire,Çatı,1
İstanbul,Bakırköy,Altıntepe,1+1,139,41,1912000,Daire,Çatı,3
Ankara,Etimesgut,Bahçelievler,5+1,119,12,1720000,Villa,5,3
İstanbul,Üsküdar,Güzeltepe,2+1,99,47,1667000,Villa,5,2
İstanbul,Kadıköy,Merkez,4+1,87,38,1395000,Daire,Çatı,3
Ankara,Çankaya,Bahçelievler,5+1,80,16,1341000,Rezidans,1,2
İzmir,Konak,Merkez,1+1,81,20,1462000,Daire,Zemin,3
Ankara,Etimesgut,Yeşilbahçe,1+1,91,7,2021000,Villa,Zemin,2
Ankara,Keçiören,Yeşilbahçe,2+1,120,34,1941000,Villa,1,3
İzmir,Karşıyaka,Altıntepe,2+1,108,43,1664000,Müstakil,5,2
Ankara,Çankaya,Güzeltepe,5+1,111,49,1190000,Rezidans,3,1
İzmir,Konak,Altıntepe,1+1,141,27,2118000,Müstakil,1,3
İzmir,Konak,Altıntepe,3+1,74,40,1322000,Rezidans,Çatı,2
İstanbul,Beşiktaş,Güzeltepe,4+1,99,5,1987000,Müstakil,5,3
Ankara,Çankaya,Altıntepe,3+1,73,22,1107000,Müstakil,4,1
Ankara,Çankaya,Yeşilbahçe,3+1,105,25,1654000,Daire,1,1
Ankara,Keçiören,Güzeltepe,2+1,104,40,1673000,Villa,5,2
Ankara,Çankaya,Merkez,2+1,109,43,1491000,Rezidans,Çatı,3
İstanbul,Beşiktaş,Güzeltepe,1+1,84,38,1058000,Rezidans,4,1
Ankara,Etimesgut,Yeşilbahçe,2+1,100,33,1397000,Villa,1,1
Ankara,Etimesgut,Bahçelievler,4+1,70,32,958000,Müstakil,Zemin,3
Ankara,Keçiören,Güzeltepe,2+1,80,45,1100000,Müstakil,5,1
İzmir,Karşıyaka,Bahçelievler,3+1,119,19,2129000,Daire,3,3
İzmir,Konak,Bahçelievler,2+1,53,10,852000,Müstakil,Çatı,1
İstanbul,Kadıköy,Merkez,1+1,63,13,929000,Daire,5,3
İzmir,Karşıyaka,Altıntepe,3+1,128,49,2059000,Villa,Zemin,2
Ankara,Yenimahalle,Yeşilbahçe,5+1,115,29,1950000,Daire,5,1
İzmir,Bornova,Güzeltepe,5+1,103,13,1780000,Villa,4,3
İzmir,Bornova,Bahçelievler,2+1,147,34,1774000,Müstakil,Zemin,1
Ankara,Yenimahalle,Altıntepe,2+1,83,25,1750000,Müstakil,Zemin,2
İstanbul,Bakırköy,Altıntepe,1+1,41,0,919000,Daire,Çatı,3
İzmir,Karşıyaka,Bahçelievler,3+1,154,5,2995000,Müstakil,3,1
İstanbul,Beşiktaş,Altıntepe,3+1,70,4,1465000,Villa,4,2
Ankara,Keçiören,Altıntepe,4+1,124,0,2026000,Villa,Zemin,1
Ankara,Etimesgut,Yeşilbahçe,3+1,128,47,2249000,Daire,1,1
İzmir,Buca,Bahçelievler,4+1,161,42,2990000,Müstakil,2,1
İzmir,Konak,Yeşilbahçe,3+1,203,16,3234000,Daire,4,1
Ankara,Etimesgut,Yeşilbahçe,2+1,78,34,1324000,Villa,4,3
Ankara,Yenimahalle,Yeşilbahçe,2+1,77,40,1341000,Müstakil,Çatı,3
Ankara,Yenimahalle,Bahçelievler,1+1,36,26,732000,Villa,Çatı,3
İzmir,Bornova,Altıntepe,1+1,122,49,1441000,Villa,Zemin,3
Ankara,Etimesgut,Merkez,2+1,136,5,2927000,Rezidans,4,1
İzmir,Buca,Altıntepe,2+1,101,7,2313000,Daire,2,1
İstanbul,Kadıköy,Bahçelievler,4+1,129,12,2081000,Daire,Zemin,1
İzmir,Konak,Yeşilbahçe,4+1,154,27,2698000,Villa,3,2
İstanbul,Beşiktaş,Altıntepe,4+1,134,48,2145000,Daire,1,3
Ankara,Çankaya,Yeşilbahçe,2+1,134,20,2245000,Rezidans,3,3
İstanbul,Kadıköy,Güzeltepe,2+1,119,28,1739000,Daire,4,1
Ankara,Yenimahalle,Merkez,1+1,140,23,2459000,Müstakil,Zemin,2
Ankara,Yenimahalle,Yeşilbahçe,4+1,116,28,2193000,Villa,3,3
İzmir,Buca,Güzeltepe,1+1,110,15,1750000,Daire,3,2
İzmir,Buca,Bahçelievler,5+1,76,21,1154000,Daire,2,2
İzmir,Konak,Bahçelievler,2+1,100,6,1833000,Müstakil,1,1
İstanbul,Beşiktaş,Güzeltepe,3+1,130,44,1900000,Villa,3,2
İstanbul,Üsküdar,Yeşilbahçe,2+1,83,29,1708000,Villa,Zemin,1
İzmir,Konak,Merkez,3+1,141,34,1762000,Rezidans,4,3
